2,16,25,958
3,17,25,958
4,18,25,958
5,19,25,958
15,16,16,959
16,20,25,958
17,21,25,958
18,22,25,958
19,23,25,958
20,16,17,961
21,16,19,962
22,16,20,951
23,16,21,963
24,16,22,964
25,16,23,965
26,16,27,966
27,16,28,967
28,16,29,968
29,16,30,969
30,16,31,970
31,16,32,971
32,16,33,972
33,16,34,973
34,16,36,975
35,16,37,977
36,16,38,978
37,16,39,979
38,16,40,980
39,16,41,981
40,16,42,982
41,16,43,983
42,16,44,990
43,16,45,991
44,16,46,992
45,16,47,994
46,16,48,996
47,16,49,997
48,16,50,998
49,16,51,999
50,16,52,1000
51,16,53,1001
52,16,54,1002
53,16,55,1003
54,16,56,1004
55,16,57,1005
56,16,58,1006
57,16,59,1007
58,16,60,1008
59,16,61,1460
60,17,63,6217
61,16,64,1010
62,16,65,1037
63,16,66,1011
64,16,67,1013
65,16,68,1014
66,16,69,1015
67,16,70,1036
68,16,71,1016
69,16,72,1017
70,16,73,1018
71,16,74,1019
72,16,75,1020
73,16,76,1021
74,16,77,1022
75,16,78,1023
76,16,79,1773
77,16,80,1024
78,16,81,1459
79,16,82,1025
80,16,83,1026
81,16,84,1027
82,16,85,1028
83,16,86,1029
84,16,87,1030
85,16,89,1031
86,16,90,1032
87,16,91,1033
88,16,92,1034
89,16,93,1035
98,16,225,289
99,24,25,958
100,25,25,958
101,26,25,958
102,27,25,958
103,28,25,958
104,29,25,958
105,30,25,958
106,31,25,958
107,32,25,958
108,33,25,958
109,34,25,958
110,35,25,958
111,36,25,958
112,37,25,958
113,38,25,958
114,47,25,958
115,40,25,958
116,41,25,958
117,42,25,958
118,43,25,958
119,44,25,958
120,45,25,958
121,16,119,989
122,17,119,989
123,18,119,989
124,22,119,989
125,25,119,989
126,27,119,989
127,28,119,989
128,29,119,989
129,30,119,989
130,31,119,989
131,32,119,989
132,33,119,989
133,34,119,989
134,35,119,989
136,37,119,989
137,38,119,989
138,39,119,989
139,41,119,989
140,42,119,989
141,46,120,1012
142,43,119,989
143,16,120,1012
144,17,120,1012
145,18,120,1012
146,19,120,1012
147,20,120,1012
148,22,120,1012
149,23,120,1012
150,24,120,1012
151,26,120,1012
152,27,120,1012
153,28,120,1012
154,29,120,1012
155,30,120,1012
156,32,120,1012
157,33,120,1012
158,34,120,1012
159,35,120,1012
160,36,120,1012
161,37,120,1012
162,38,120,1012
163,39,120,1012
164,40,120,1012
165,41,120,1012
166,42,120,1012
167,43,120,1012
168,44,120,1012
169,45,120,1012
170,46,119,989
171,16,299,2474
172,16,88,2474
173,16,302,2624
174,16,304,2866
175,17,304,2866
176,24,304,2866
177,16,305,2895
178,16,306,2896
179,16,307,2903
180,16,315,3147
181,18,304,2866
182,19,304,2866
183,20,304,2866
184,21,304,2866
185,22,304,2866
186,23,304,2866
187,25,304,2866
188,26,304,2866
189,27,304,2866
190,28,304,2866
191,29,304,2866
192,30,304,2866
193,31,304,2866
194,32,304,2866
195,33,304,2866
196,34,304,2866
197,35,304,2866
198,36,304,2866
199,37,304,2866
200,38,304,2866
201,39,304,2866
202,40,304,2866
203,41,304,2866
204,42,304,2866
205,43,304,2866
206,16,316,2897
207,16,317,2898
208,16,318,2899
209,16,319,2900
210,16,320,2901
211,16,321,2902
212,16,322,2904
213,16,323,2905
214,16,324,2906
215,16,325,2907
216,16,326,2908
217,16,327,2909
218,16,328,2912
219,16,329,2913
220,16,330,2914
221,16,331,2916
222,16,332,2917
223,16,333,2918
224,16,334,2919
225,16,140,2779
226,16,382,2921
227,16,381,2920
228,16,386,4262
229,47,304,2866
231,47,119,989
