133,172.18.16.128,172018016128.00,5,,Rockville Centre TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.16.129,0,0,0
135,172.18.16.64,172018016064.00,5,,Queens TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.16.65,0,0,0
136,172.18.17.0,172018017000.00,5,,Rosedale TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.17.1,0,0,0
137,172.18.17.128,172018017128.00,5,,Sayville TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.17.129,0,0,0
138,172.18.17.192,172018017192.00,5,,Sea Cliff TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.17.193,0,0,0
139,172.18.17.64,172018017064.00,5,,Roslyn TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.17.65,0,0,0
140,172.18.18.0,172018018000.00,5,,Seaford TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.18.1,0,0,0
141,172.18.18.128,172018018128.00,5,,Smithtown TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.18.129,0,0,0
142,172.18.18.192,172018018192.00,5,,South Hampton TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.18.193,0,0,0
143,172.18.19.0,172018019000.00,5,,St. James TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.19.1,0,0,0
144,172.18.19.128,172018019128.00,5,,Stony Brook TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.19.129,0,0,0
145,172.18.19.192,172018019192.00,5,,Syosset TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.19.193,0,0,0
146,172.18.19.64,172018019064.00,5,,Stewart Manor TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.19.65,0,0,0
147,172.18.2.0,172018002000.00,5,,Brentwood TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.2.1,0,0,0
148,172.18.2.128,172018002128.00,5,,Cedarhurst TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.2.129,0,0,0
149,172.18.2.192,172018002192.00,5,,Central Islip TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.2.193,0,0,0
150,172.18.2.64,172018002064.00,5,,Broadway TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.2.65,0,0,0
151,172.18.20.0,172018020000.00,5,,Valley Stream TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.20.1,0,0,0
152,172.18.20.192,172018020192.00,5,,West Hampton TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.20.193,0,0,0
153,172.18.20.64,172018020064.00,5,,Wantagh TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.20.65,0,0,0
154,172.18.21.0,172018021000.00,5,,West Hempstead TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.21.1,0,0,0
155,172.18.21.128,172018021128.00,5,,Woodside TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.21.129,0,0,0
156,172.18.21.192,172018021192.00,5,,Wyandanch TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.21.193,0,0,0
157,172.18.21.64,172018021064.00,5,,Woodmere TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.21.65,0,0,0
158,172.18.22.0,172018022000.00,5,,Mineola South TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.22.1,0,0,0
159,172.18.25.0,172018025000.00,5,,Jamaica CSS LAN,6,5,5/23/2001 0:00:00,0,,1,172.18.25.60,0,0,0
160,172.18.25.128,172018025128.00,2,,Penn Station TSM LAN,6,5,5/23/2001 0:00:00,0,,1,172.18.25.254,0,0,0
161,172.18.3.0,172018003000.00,5,,Cold Spring Harbor TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.3.1,0,0,0
162,172.18.3.128,172018003128.00,5,,Deer Park TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.3.129,0,0,0
163,172.18.3.192,172018003192.00,5,,Douglaston TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.3.193,0,0,0
164,172.18.3.64,172018003064.00,5,,Copiague TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.3.65,0,0,0
165,172.18.4.0,172018004000.00,5,,East Hampton TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.4.1,0,0,0
166,172.18.4.128,172018004128.00,5,,East Williston TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.4.129,0,0,0
167,172.18.4.192,172018004192.00,5,,Farmingdale TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.4.193,0,0,0
168,172.18.5.0,172018005000.00,5,,Far Rockaway TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.5.1,0,0,0
169,172.18.5.128,172018005128.00,5,,Floral Park TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.5.129,0,0,0
170,172.18.5.192,172018005192.00,5,,Flushing TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.5.193,0,0,0
171,172.18.5.64,172018005064.00,5,,Flatbush TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.5.65,0,0,0
172,172.18.6.128,172018006128.00,5,,Garden City TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.6.129,0,0,0
173,172.18.6.192,172018006192.00,5,,Gibson TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.6.193,0,0,0
174,172.18.6.64,172018006064.00,5,,Freeport TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.6.65,0,0,0
175,172.18.7.0,172018007000.00,5,,Glen Cove TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.7.1,0,0,0
176,172.18.7.128,172018007128.00,5,,Glen St. TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.7.129,0,0,0
177,172.18.7.192,172018007192.00,5,,Great Neck TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.7.193,0,0,0
178,172.18.7.64,172018007064.00,5,,Glen Head TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.7.65,0,0,0
179,172.18.8.0,172018008000.00,5,,Greenlawn TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.8.1,0,0,0
180,172.18.8.192,172018008192.00,5,,Hicksville TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.8.193,0,0,0
181,172.18.8.64,172018008064.00,5,,Hempstead TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.8.65,0,0,0
182,172.18.9.0,172018009000.00,5,,Hillside TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.9.1,1,0,0
184,172.18.9.192,172018009192.00,5,,Islip TSM LAN,6,1,5/23/2001 0:00:00,0,,0,172.18.9.193,0,0,0
185,192.168.110.0,192168110000.00,3,,Jam TSM 2 to Penn Ticket,4,6,5/23/2001 0:00:00,0,,0,,0,0,0
186,192.168.110.4,192168110004.00,3,,Jam TSM 1 to Penn Ticket,4,6,5/23/2001 0:00:00,0,,0,,0,0,0
187,192.168.110.8,192168110008.00,3,,Jam TSM 1 to 8th Ave,4,6,5/23/2001 0:00:00,0,,0,,0,0,0
188,198.223.64.224,198223064224.00,3,,CDPD Frame Relay,4,7,5/23/2001 0:00:00,0,,0,,0,0,0
189,172.17.7.0,172017007000.00,1,00:00:72:54,Jamaica Server Farm,1,5,7/6/2001 0:00:00,0,,1,172.17.7.254,0,0,0
190,198.223.65.64,198223065064.00,4,,CDPD NAT Network,5,1,7/6/2001 0:00:00,0,,1,198.223.65.78,1,0,1
193,192.168.104.108,192168104108.00,3,00:10:41:08,Penn to Hillside,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
194,192.168.104.132,192168104132.00,3,00:10:41:32,PJ Welfare to PJ MofE,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
195,192.168.104.136,192168104136.00,3,00:10:41:36,PJ Welfare to PJ Station,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
196,192.168.104.16,192168104016.00,3,00:10:40:16,Hempstead TSM to Mineola,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
197,192.168.104.168,192168104168.00,3,00:10:41:68,Huntington Station to Oyster Bay Welfare,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
199,192.168.104.188,192168104188.00,3,00:10:41:88,Jamaica to Flatbush CPM,4,6,4/12/2002 0:00:00,0,,0,,0,0,0
